Nr,ES_ID,Comp_ID,Exp_ID,Study_ID,Shared_control,Within_exp_id,Control_id,First_author,Year,J_abbr_name,animal,Strain,Dam_diet_choice_chow,Dam_diet_start_exp_dPC,Dam_diet_end_exp_dPC,Dam_diet_lactation_incl,Dam_diet_duration,Dam_diet_contr_code,Dam_diet_contr_E,Dam_diet_contr_PNP,Dam_diet_exp_code,Dam_diet_exp_E,Dam_diet_exp_PNP,Offspr_diet_code,Offspr_diet_E,Offspr_diet_PNP,Offspr_diet_start_dPC,Litter_size_equalized,Offspr_crossfosterd,Offspr_sex,FoodIntake_age_dPC,Bodyweight_age_dPC,Measurement_duration,FoodIntake_mean_contr,FoodIntake_SD_contr,FoodIntake_N_contr,FoodIntake_mean_exp,FoodIntake_SD_exp,FoodIntake_N_exp,FoodIntake_Cd,FoodIntake_Cd_Var,FoodIntake_Hd,FoodIntake_Hd_Var,FoodIntake_Hd_Var_combined,FoodIntake_N_total,Bodyweight_mean_contr,Bodyweight_SD_contr,Bodyweight_N_contr,Bodyweight_mean_exp,Bodyweight_SD_exp,Bodyweight_N_exp,Bodyweight_Cd,Bodyweight_Cd_Var,Bodyweight_Hd,Bodyweight_Hd_Var,Bodyweight_Hd_Var_combined,Bodyweight_N_total,Offspr_data_source,Paper_measur_type,Comments
83,ES038,"Comp0084,Comp0085,Comp0086,Comp0087,Comp0088,Comp0089,Comp0090,Comp0091,Comp0092,Comp0093,Comp0094,Comp0095,Comp0096,Comp0097,Comp0098,Comp0099",Exp018,Study017,no,1,Exp018_M_0_1,Nivoit,2009,Diabetologia,rat,Wistar,chow,-60,43,yes,103,RM3v2,3.15,0.235294118,RM3vAFE,4.55,0.253443526,RM3v2,3.15,0.235294118,43,yes,no,M,386,386,337,0.970125,0.162740207,15,0.9910625,0.090894857,10,0.1505,0.1671,0.1455,0.1563,0.167126889,25,377.160625,57.18256618,15,423.675625,29.16046124,10,0.9651,0.1853,0.9333,0.1733,0.185602512,25,Fig3c,g/day,"males: Control vs. Lard fed, food intake per g calculated using body weighs Fig3a; "
84,ES039,"Comp0100,Comp0101,Comp0102,Comp0103,Comp0104,Comp0105,Comp0106,Comp0107,Comp0108,Comp0109,Comp0110,Comp0111,Comp0112,Comp0113,Comp0114,Comp0115",Exp018,Study017,no,1,Exp018_F_0_1,Nivoit,2009,Diabetologia,rat,Wistar,chow,-60,43,yes,103,RM3v2,3.15,0.235294118,RM3vAFE,4.55,0.253443526,RM3v2,3.15,0.235294118,43,yes,no,F,386,386,337,1.010625,0.139930786,15,1.012625,0.11881919,8,0.015,0.1917,0.0145,0.1781,0.191671673,23,247.198125,25.85269147,15,272.0075,21.70570893,8,1.0106,0.2139,0.9741,0.1987,0.214258829,23,Fig3d,g/day,"females: Control vs. Lard fed, food intake per g calculated using body weighs Fig3b; "
85,ES298,"Comp1377,Comp1378,Comp1379,Comp1380,Comp1381,Comp1382,Comp1383,Comp1384,Comp1385,Comp1386,Comp1387,Comp1388,Comp1389,Comp1390",Exp158,Study106,yes,1,Exp158_M_1_SC,Khan,2005,Am J Physiol Regul Integr Comp Physiol,rat,Sprague-Dawley,chow,-10,21,no,31,RM3v3,3.621,0.305805986,RM3lard,4.745,0.196721311,RM3v3,3.621,0.305805986,42,yes,no,M,140,140,98,1.172357143,0.265340751,6,1.235071429,0.232304296,6,0.2515,0.336,0.2321,0.2863,0.334829734,18,327.2285714,42.07931032,6,322.4857143,39.23798542,6,-0.1166,0.3339,-0.1076,0.2845,0.333654938,18,Fig2,g/day,OC vs. OHFC; 
86,ES299,"Comp1391,Comp1392,Comp1393,Comp1394,Comp1395,Comp1396,Comp1397,Comp1398,Comp1399,Comp1400,Comp1401,Comp1402,Comp1403,Comp1404",Exp158,Study106,yes,2,Exp158_M_1_SC,Khan,2005,Am J Physiol Regul Integr Comp Physiol,rat,Sprague-Dawley,chow,-10,21,no,31,RM3v3,3.621,0.305805986,RM3lard,4.745,0.196721311,RM3v3,3.621,0.305805986,42,yes,no,M,140,140,98,1.172357143,0.265340751,6,1.114285714,1.257276649,6,-0.0639,0.3335,-0.059,0.2842,0.333430028,18,327.2285714,42.07931032,6,350.255,40.28720499,6,0.559,0.3464,0.516,0.2951,0.340729333,18,Fig2,g/day,OC vs. OHF; 
87,ES296,"Comp1349,Comp1350,Comp1351,Comp1352,Comp1353,Comp1354,Comp1355,Comp1356,Comp1357,Comp1358,Comp1359,Comp1360,Comp1361,Comp1362",Exp157,Study105,no,1,Exp157_F_0_1,Khan,2004,Circulation,rat,Sprague-Dawley,chow,-10,42,yes,52,RM3v3,3.621,0.305805986,RM3lard,4.745,0.196721311,RM3v3,3.621,0.305805986,42,yes,no,F,133,133,98,1.257857143,0.33654017,10,1.236214286,0.266287975,10,-0.0713,0.2001,-0.0683,0.1836,0.20012958,20,214.585,32.06711266,10,225.0928571,31.0859741,10,0.3327,0.2028,0.3187,0.186,0.20282138,20,Fig4,g/day,CON vs. FC; 
88,ES301,"Comp1419,Comp1420,Comp1421,Comp1422,Comp1423,Comp1424,Comp1425,Comp1426,Comp1427,Comp1428,Comp1429,Comp1430,Comp1431,Comp1432",Exp158,Study106,yes,1,Exp158_F_1_SC,Khan,2005,Am J Physiol Regul Integr Comp Physiol,rat,Sprague-Dawley,chow,-10,21,no,31,RM3v3,3.621,0.305805986,RM3lard,4.745,0.196721311,RM3v3,3.621,0.305805986,42,yes,no,F,140,140,98,1.259785714,0.373008426,6,1.238285714,0.508735828,6,-0.0482,0.3334,-0.0445,0.2841,0.33338834,18,213.785,29.7996395,6,225.8964286,135.9397529,6,0.1231,0.334,0.1136,0.2846,0.333691804,18,Fig2,g/day,OC vs. OHF; 
89,ES300,"Comp1405,Comp1406,Comp1407,Comp1408,Comp1409,Comp1410,Comp1411,Comp1412,Comp1413,Comp1414,Comp1415,Comp1416,Comp1417,Comp1418",Exp158,Study106,yes,2,Exp158_F_1_SC,Khan,2005,Am J Physiol Regul Integr Comp Physiol,rat,Sprague-Dawley,chow,-10,21,no,31,RM3v3,3.621,0.305805986,RM3lard,4.745,0.196721311,RM3v3,3.621,0.305805986,42,yes,no,F,140,140,98,1.259785714,0.373008426,6,1.306857143,0.227467423,6,0.1524,0.3343,0.1406,0.2848,0.333882454,18,213.785,29.7996395,6,207.0835714,22.34702185,6,-0.2544,0.336,-0.2349,0.2863,0.334866056,18,Fig2,g/day,OC vs. OHFC; 
90,ES297,"Comp1363,Comp1364,Comp1365,Comp1366,Comp1367,Comp1368,Comp1369,Comp1370,Comp1371,Comp1372,Comp1373,Comp1374,Comp1375,Comp1376",Exp157,Study105,no,1,Exp157_M_0_1,Khan,2004,Circulation,rat,Sprague-Dawley,chow,-10,42,yes,52,RM3v3,3.621,0.305805986,RM3lard,4.745,0.196721311,RM3v3,3.621,0.305805986,42,yes,no,M,133,133,98,1.2275,0.411200334,10,1.116857143,0.309357629,10,-0.3041,0.2023,-0.2912,0.1856,0.202355484,20,327.1014286,52.39891493,10,348.1471429,49.23709838,10,0.4139,0.2043,0.3964,0.1874,0.204364804,20,Fig4,g/day,CON vs. FC; 
91,ES290,Comp1343,Exp154,Study102,yes,2,Exp154_M_1_SC,Gregorio,2013,Eur J Nutr,mouse,C57BL/6,chow,0,42,yes,42,SC_BR2,4.149,0.43678161,HF_BR2,6.45,0.133567663,SC_BR2,4.149,0.185819071,42,yes,no,M,105,105,63,5.855,1.162755348,5,5.528,0.360006944,5,-0.3799,0.4072,-0.3432,0.3322,0.402944656,20,22.2,1.118033989,5,23.79,0.98386991,5,1.5098,0.514,1.3637,0.4193,0.446491942,20,"Tab2, text p 762",g/day,SC vs. GL; 
92,ES289,Comp1342,Exp154,Study102,yes,3,Exp154_M_1_SC,Gregorio,2013,Eur J Nutr,mouse,C57BL/6,chow,0,21,no,21,SC_BR2,4.149,0.43678161,HF_BR2,6.45,0.133567663,SC_BR2,4.149,0.185819071,42,yes,no,M,105,105,63,5.855,1.162755348,5,4.173,0.35329874,5,-1.9574,0.5916,-1.768,0.4826,0.4781456,20,22.2,1.118033989,5,24.4,0.916787871,5,2.1519,0.6315,1.9436,0.5152,0.494439524,20,"Tab2, text p 762",g/day,SC vs. G; 
93,ES155,"Comp0697,Comp0698,Comp0699,Comp0700,Comp0701,Comp0702,Comp0703,Comp0704,Comp0705,Comp0706,Comp0707,Comp0708,Comp0709,Comp0710,Comp0711,Comp0712,Comp0713,Comp0714,Comp0715,Comp0716",Exp092,Study057,no,1,Exp092_FM_0_1,Walker,2008,Ann NY Acad Sci,rat,Sprague-Dawley,chow,1,43,yes,42,std_CA1,3.45,0.210526316,HF_CA1,4.26,0.163934426,std_CA1,3.45,0.210526316,43,,,FM,90,90,46,1.1738,0.143303524,11,1.2443,0.220046245,11,0.3797,0.1851,0.3653,0.1713,0.185154284,22,239.0515,15.5958533,16,254.4945,21.36768588,16,0.8256,0.1356,0.8048,0.1289,0.135795051,32,Fig4A,kcal/day,"CD vs. HF; no data on dams age, temperature, photoperiod, culling etc."
94,ES317,Comp1488,Exp167,Study115,no,1,Exp167_M_0_1,Shalev,2010,Physiol Behav,rat,Wistar,choice,-45,44,yes,89,std_CA2,3.826,0.264375413,std_SD_CA2,4.275,0.176066025,std_CA2,3.826,0.264375413,44,yes,no,M,95,121,1,0.945,0.154317854,6,0.982,0.190065778,5,0.2162,0.3688,0.1977,0.3083,0.368838072,11,584.75,63.73572311,6,580.95,56.84694891,11,-0.0642,0.2577,-0.0609,0.2322,0.257699385,17,"text p497, Tab1",kcal/day,"CH/CH vs. SD/CH; ass. individual housing for offspring, REQUEST maternal diet start date! - replyreceived (-45)"
95,ES048,Comp0144,Exp023,Study021,no,3,Exp023_FM_0_3,Chen,2009,Plos ONE,rat,Sprague-Dawley,choice,-35,42,yes,77,stdGSSAU1,2.629,0.265767935,cafHFDAU1,3.657,0.214983713,stdGSSAU1,2.629,0.265767935,42,yes,yes,FM,148,52,1,0.681,0.187061487,12,0.684,0.212263987,11,0.015,0.1742,0.0145,0.1619,0.17424743,23,460.3,30.48409421,12,482.7,54.38639536,12,0.5081,0.172,0.4906,0.1604,0.172136857,24,Tab3,kcal/day,"CN chow vs. HN chow, body weight Tab3; "
96,ES265,Comp1242,Exp145,Study093,no,1,Exp145_F_0_1,Rajia,2013,Nutr Metab Cardiovasc Disease,rat,Sprague-Dawley,choice,-35,42,yes,77,stdGSSAU1,2.629,0.265767935,SF01-020-025,4.536,0.186046512,stdGSSAU1,2.629,0.265767935,42,,,F,113,82,70,1.38,0.182414363,11,1.337,0.439556595,10,-0.1302,0.1913,-0.125,0.1763,0.183723958,22,141.7,9.684544388,11,162.25,22.00945251,10,1.2307,0.227,1.1815,0.2092,0.227644413,21,Tab1,kcal/day,"CC vs. HC; used mean body weight between start and end of the intake measurement, no info on dam N, culling and cross-fostering"
97,ES052,Comp0148,Exp024,Study022,no,1,Exp024_FM_0_1,Chen,2009,Obesity,rat,Sprague-Dawley,choice,-35,42,yes,77,stdGSSAU1,2.629,0.265767935,cafHFDAU1,3.657,0.214983713,stdGSSAU1,2.629,0.265767935,42,no,no,FM,43,42,1,0.538,0.136022057,22,0.393,0.229830372,22,-0.7678,0.0976,-0.754,0.0941,0.097677139,44,35,5.159457336,22,60.6,20.63782934,22,1.7019,0.1238,1.6713,0.1194,0.124161992,44,text p1357,kcal/day,offspring of lean vs. obese dams; not sure about the numbers of dams
98,ES049,Comp0145,Exp023,Study021,no,4,Exp023_FM_0_4,Chen,2009,Plos ONE,rat,Sprague-Dawley,choice,-35,42,yes,77,stdGSSAU1,2.629,0.265767935,cafHFDAU1,3.657,0.214983713,stdGSSAU1,2.629,0.265767935,42,yes,yes,FM,148,52,1,0.693,0.190525589,12,0.713,0.170762994,10,0.11,0.1836,0.1058,0.1699,0.183613174,22,506.6,29.44486373,12,524.8,22.86307066,12,0.6904,0.1766,0.6666,0.1646,0.176765657,24,Tab3,kcal/day,"CS chow vs. HS chow, body weight Tab3; "
99,ES264,Comp1241,Exp144,Study092,no,1,Exp144_M_0_1,Chen,2012,J Neuroendocrinol,rat,Sprague-Dawley,choice,-35,42,yes,77,stdGSSAU1,2.629,0.265767935,SF03-020,4.74,0.194097049,stdGSSAU1,2.629,0.265767935,42,yes,yes,M,113,78,70,1.134,0.360266568,12,1.099,0.297912739,12,-0.1059,0.1669,-0.1022,0.1556,0.166904049,24,214.7,12.26291972,12,244.2,28.26706918,12,1.354,0.2049,1.3073,0.191,0.205508332,24,Tab1,kcal/day,CC vs. HC; used mean body weight between start and end of the intake measurement
100,ES280,Comp1257,Exp150,Study098,no,1,Exp150_M_0_1,Chen,2014,Diabetologia,rat,Sprague-Dawley,chow,-42,42,yes,84,stdGSSAU1,2.629,0.265767935,SF03-020,4.74,0.194097049,stdGSSAU1,2.629,0.265767935,42,yes,no,M,84,84,42,0.823,0.835164654,31,0.848,0.929816649,31,0.0283,0.0645,0.0279,0.0629,0.064522616,62,377,27.83882181,31,385,44.5421149,31,0.2154,0.0649,0.2127,0.0633,0.06489314,62,Tab1,kcal/day,CC vs. HC; used body weight at the end of the intake measurement
101,ES313,Comp1468,Exp165,Study113,no,2,Exp165_F_0_2,Rajia,2012,thesis,rat,Sprague-Dawley,choice,-35,41,yes,76,stdGSSAU1,2.629,0.265767935,cafHFDAU1,3.657,0.214983713,stdGSSAU1,2.629,0.265767935,42,no,no,F,116,92,70,1.131,4.193256133,13,1.18,3.594,9,0.0124,0.188,0.0119,0.174,0.188037728,22,195.95,10.81665383,13,212.37,9,9,1.6211,0.2478,1.5595,0.2293,0.248835194,22,"Fig5.5B, Fig5.1",kcal/day,CNC vs. HNC; mean body weight betweeweeks 5 and 15 calculatedfrom Fig 5.1
102,ES266,Comp1243,Exp146,Study094,no,1,Exp146_M_0_1,Caruso,2013,J Neuroendocrinol,rat,Sprague-Dawley,choice,-35,42,yes,77,stdGSSAU1,2.629,0.265767935,SF01-020-caf,NA,NA,stdGSSAU1,2.629,0.265767935,42,no,no,M,126,126,84,0.066,0.006928203,12,0.062,0.010392305,12,-0.4529,0.1709,-0.4373,0.1594,0.171012832,24,544.2,48.84383277,12,628.7,3.810511777,12,2.4392,0.2906,2.3551,0.2709,0.292723394,24,Tab2,kcal/day,CCS vs. FCS; used final body weight at the end of the intake measurement
103,ES053,Comp0149,Exp025,Study023,no,2,Exp025_M_0_2,Rajia,2010,J Neuroendocrinol,rat,Sprague-Dawley,choice,-35,42,yes,77,stdGSSAU1,2.629,0.265767935,cafHFDAU1,3.657,0.214983713,stdGSSAU1,2.629,0.265767935,42,no,no,M,127,92,80,1.134,0.136062486,17,1.148,0.108,16,0.1136,0.1215,0.1108,0.1157,0.12152154,33,320.9,8.538149682,10,363.6,11.38419958,10,4.2436,0.6502,4.0643,0.5964,0.65884818,20,Tab3,kcal/day,CNC vs. HNC; body weight Fig1B at 10 weeks
104,ES267,Comp1244,Exp147,Study095,no,1,Exp147_F_0_1,Bahari,2013,Endocrinology,rat,Sprague-Dawley,choice,-35,42,yes,77,stdGSSAU1,2.629,0.265767935,SF01-020-caf,NA,NA,stdGSSAU1,2.629,0.265767935,40,yes,no,F,92,92,35,0.615,0.076733304,23,0.653,0.110304125,23,0.3999,0.0887,0.3931,0.0857,0.088712517,46,230.33,14.00382805,23,257.82,33.3789874,23,1.074,0.0995,1.0556,0.0961,0.099618924,46,Fig2,kcal/day,"CC vs. FC; used final body weight at the end of the intake measurement, SE for body weight taken from Rajia et al. 2013"
105,ES205,Comp0889,Exp122,Study079,no,1,Exp122_M_0_1,Bouanane,2010,Metab Clin Exp,rat,Wistar,choice,1,43,yes,42,stdUAR_FR,3.293,0.331581076,caf_FR,4.2,0.29950495,stdUAR_FR,3.293,0.331581076,43,yes,no,M,112,112,69,0.853,0.196061215,10,1.169,0.18973666,10,1.6379,0.2671,1.5687,0.245,0.268356103,20,346,43.00697618,10,486,27.98615729,10,3.8586,0.5722,3.6956,0.5249,0.579373871,20,Tab2,kcal/day,CC vs. OC; no data on dams age
106,ES272,Comp1249,Exp148,Study096,yes,1,Exp148_M_1_SC,Akyol,2012,Brit J Nutr,rat,Wistar,choice,0,21,yes,21,Teklad2018,3.07,0.319862425,JunkFood_UK2,NA,NA,Teklad2018,3.07,0.319862425,42,yes,no,M,49,42,7,1.725,0.465102139,5,1.447,0.203482186,5,-0.7744,0.43,-0.6995,0.3508,0.408155004,30,57.73,13.76,16,56.91,7.92,16,-0.073,0.1251,-0.0712,0.1189,0.125026403,96,"Fig5, Fig3",kcal/day,"CCC vs. OOO; used food intake at weaning only (not at 5 weeks), offspring weaned on chow diet"
107,ES278,Comp1255,Exp149,Study097,no,2,Exp149_M_0_2,Beltrand,2012,J Nutr Metab,rat,Wistar,chow,0,42,yes,42,Teklad2018,3.07,0.319862425,D12451,4.76,0.252631579,Teklad2018,3.07,0.319862425,42,yes,no,M,64,64,85,0.643,0.37335238,8,0.647,0.37335238,8,0.0107,0.25,0.0101,0.2235,0.250003643,16,390.59,49.7803174,8,397.01,49.7803174,8,0.129,0.2505,0.1219,0.2239,0.2505307,16,"Fig5, Fig4",kcal/g/day,CON-S-chow vs. MHF-S-chow; saline injection groups included; SE values for RelIntake and Bodyweights were taken as the last (vidsible) SE vaues from the figures; SE for AbsIntake and RelIntake2 were calculated from these values + means
108,ES276,Comp1253,Exp148,Study096,yes,1,Exp148_F_1_SC,Akyol,2012,Brit J Nutr,rat,Wistar,choice,0,21,no,21,Teklad2018,3.07,0.319862425,JunkFood_UK2,NA,NA,Teklad2018,3.07,0.319862425,42,yes,no,F,49,42,7,1.589,0.373423352,5,1.513,0.333174129,5,-0.2148,0.4023,-0.194,0.3282,0.400627267,30,62.33,16.6,16,53.31,5.04,16,-0.7353,0.1334,-0.7168,0.1268,0.127676053,96,"Fig5, Fig3",kcal/day,"CCC vs. OOC; used food intake at weaning only (not at 5 weeks), offspring weaned on chow diet"
109,ES271,Comp1248,Exp148,Study096,yes,2,Exp148_M_1_SC,Akyol,2012,Brit J Nutr,rat,Wistar,choice,0,21,no,21,Teklad2018,3.07,0.319862425,JunkFood_UK2,NA,NA,Teklad2018,3.07,0.319862425,42,yes,no,M,49,42,7,1.725,0.465102139,5,1.722,0.373423352,5,-0.0071,0.4,-0.0064,0.3263,0.400000683,30,57.73,13.76,16,51.19,3.96,16,-0.6459,0.1315,-0.6297,0.125,0.127065219,96,"Fig5, Fig3",kcal/day,"CCC vs. OOC; used food intake at weaning only (not at 5 weeks), offspring weaned on chow diet"
110,ES277,Comp1254,Exp148,Study096,yes,2,Exp148_F_1_SC,Akyol,2012,Brit J Nutr,rat,Wistar,choice,0,21,yes,21,Teklad2018,3.07,0.319862425,JunkFood_UK2,NA,NA,Teklad2018,3.07,0.319862425,42,yes,no,F,49,42,7,1.589,0.373423352,5,1.469,0.172177234,5,-0.4127,0.4085,-0.3728,0.3333,0.402316331,30,62.33,16.6,16,55.99,7,16,-0.4977,0.1289,-0.4851,0.1225,0.126225635,96,"Fig5, Fig3",kcal/day,"CCC vs. OOO; used food intake at weaning only (not at 5 weeks), offspring weaned on chow diet"
111,ES269,Comp1246,Exp148,Study096,yes,3,Exp148_M_1_SC,Akyol,2012,Brit J Nutr,rat,Wistar,choice,0,21,yes,21,Teklad2018,3.07,0.319862425,JunkFood_UK2,NA,NA,Teklad2018,3.07,0.319862425,42,yes,no,M,49,42,7,1.725,0.465102139,5,1.612,0.183357574,5,-0.3197,0.4051,-0.2887,0.3305,0.401389128,30,57.73,13.76,16,53.79,6.2,16,-0.3692,0.1271,-0.3599,0.1208,0.125674625,96,"Fig5, Fig3",kcal/day,"CCC vs. COO; used food intake at weaning only (not at 5 weeks), offspring weaned on chow diet"
112,ES270,Comp1247,Exp148,Study096,yes,4,Exp148_M_1_SC,Akyol,2012,Brit J Nutr,rat,Wistar,choice,0,21,no,21,Teklad2018,3.07,0.319862425,JunkFood_UK2,NA,NA,Teklad2018,3.07,0.319862425,42,yes,no,M,49,42,7,1.725,0.465102139,5,1.662,0.16546903,5,-0.1805,0.4016,-0.163,0.3277,0.400442817,30,57.73,13.76,16,56.23,4.32,16,-0.1471,0.1253,-0.1434,0.1191,0.125107102,96,"Fig5, Fig3",kcal/day,"CCC vs. OCC; used food intake at weaning only (not at 5 weeks), offspring weaned on chow diet"
113,ES273,Comp1250,Exp148,Study096,yes,3,Exp148_F_1_SC,Akyol,2012,Brit J Nutr,rat,Wistar,choice,0,21,no,21,Teklad2018,3.07,0.319862425,JunkFood_UK2,NA,NA,Teklad2018,3.07,0.319862425,42,yes,no,F,49,42,7,1.589,0.373423352,5,1.915,1.156047144,5,0.3795,0.4072,0.3428,0.3322,0.401958531,30,62.33,16.6,16,53.97,5.92,16,-0.6708,0.132,-0.6539,0.1255,0.127227006,96,"Fig5, Fig3",kcal/day,"CCC vs. COC; used food intake at weaning only (not at 5 weeks), offspring weaned on chow diet"
114,ES274,Comp1251,Exp148,Study096,yes,4,Exp148_F_1_SC,Akyol,2012,Brit J Nutr,rat,Wistar,choice,0,21,yes,21,Teklad2018,3.07,0.319862425,JunkFood_UK2,NA,NA,Teklad2018,3.07,0.319862425,42,yes,no,F,49,42,7,1.589,0.373423352,5,1.163,0.152052622,5,-1.4942,0.5116,-1.3496,0.4174,0.430357003,30,62.33,16.6,16,57.11,2.92,16,-0.438,0.128,-0.4269,0.1216,0.125949185,96,"Fig5, Fig3",kcal/day,"CCC vs. COO; used food intake at weaning only (not at 5 weeks), offspring weaned on chow diet"
115,ES275,Comp1252,Exp148,Study096,yes,5,Exp148_F_1_SC,Akyol,2012,Brit J Nutr,rat,Wistar,choice,0,21,no,21,Teklad2018,3.07,0.319862425,JunkFood_UK2,NA,NA,Teklad2018,3.07,0.319862425,42,yes,no,F,49,42,7,1.589,0.373423352,5,1.462,0.228078934,5,-0.4105,0.4084,-0.3707,0.3332,0.402290308,30,62.33,16.6,16,56.56,4.72,16,-0.4728,0.1285,-0.4609,0.1221,0.1261064,96,"Fig5, Fig3",kcal/day,"CCC vs. OCC; used food intake at weaning only (not at 5 weeks), offspring weaned on chow diet"
116,ES268,Comp1245,Exp148,Study096,yes,5,Exp148_M_1_SC,Akyol,2012,Brit J Nutr,rat,Wistar,choice,0,21,no,21,Teklad2018,3.07,0.319862425,JunkFood_UK2,NA,NA,Teklad2018,3.07,0.319862425,42,yes,no,M,49,42,7,1.725,0.465102139,5,1.774,0.559016994,5,0.0953,0.4005,0.0861,0.3267,0.400123554,30,57.73,13.76,16,52,4.8,16,-0.5561,0.1298,-0.542,0.1234,0.126530021,96,"Fig5, Fig3",kcal/day,"CCC vs. COC; used food intake at weaning only (not at 5 weeks), offspring weaned on chow diet"
