Comp_ID,ES_ID,Exp_ID,Study_ID,First_author,Year,Journal_ID,J_abbr_name,J_IF,animal,Strain,Dam_intake_measured,Dam_VitMin_eql,Dam_AdLib_contr,Dam_AdLib_exp,Dam_caloric_restr,Dam_choice_diet,Dam_diet_code_contr,Dam_diet_code_exp,Dam_diet_start_exp_dPC,Dam_diet_end_exp_dPC,Dam_diet_start_exp_dPC_RAT,Dam_diet_end_exp_dPC_RAT,Dam_diet_lactation_incl,Dam_age_mating_d,Dam_N_contr,Dam_N_exp,Temperature,Photoperiod,Litter_size,Litter_size_equalized,Offspr_crossfosterd,Offspr_sex,Offspr_housing,Offspr_diet_code,Offspr_choice_diet,Offspr_diet_start_dPC,Intake_age_dPC,TBodyweight_age_dPC,Intake_duration,RelIntake_mean_contr,RelIntake_SE_contr,RelIntake_N_contr,RelIntake_mean_exp,RelIntake_SE_exp,RelIntake_N_exp,RelIntake_Cd,RelIntake_Hd,RelIntake_HdVar,Bodyweight_mean_contr,Bodyweight_SE_contr,Bodyweight_N_contr,Bodyweight_mean_exp,Bodyweight_SE_exp,Bodyweight_N_exp,Bodyweight_Cd,Bodyweight_Hd,Bodyweight_HdVar,AbsIntake_mean_contr,AbsIntake_SE_contr,AbsIntake_N_contr,AbsIntake_mean_exp,AbsIntake_SE_exp,AbsIntake_N_exp,AbsIntake_Cd,AbsIntake_Hd,AbsIntake_HdVar,RelIntake2_mean_contr,RelIntake2_SE_contr,RelIntake_N_contr,RelIntake2_mean_exp,RelIntake2_SE_exp,RelIntake_N_exp,RelIntake2_Cd,RelIntake2_Hd,RelIntake2_HdVar,Offspr_data_source,Comments,Preference,IntakeTBW_SE_imputed,TBodyweight_SE_imputed,Comments,Original_measur_units,Paper_topic,Suppl_files
Comp1289,ES284,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,21,-56,21,0,77,8,8,,12,8,yes,yes,M,individual,58Y2,0,42,119,119,7,0.1901,0.0064,16,0.2077,0.0103,16,0.513,0.500,0.129,543.86,12.70,16,541.70,13.01,16,-0.042,-0.041,0.125,103.37,2.53,16,112.50,4.88,16,0.587,0.572,0.130,0.918,0.031,16.000,1.002,0.050,16.000,0.507,0.494,0.129,"Fig5, Fig4",CC vs. HFCon,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1290,ES284,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,21,-56,21,0,77,8,8,,12,8,yes,yes,M,individual,58Y2,0,42,126,126,7,0.1881,0.0066,16,0.2016,0.0049,16,0.583,0.569,0.130,560.30,15.12,16,560.24,12.21,16,-0.001,-0.001,0.125,105.40,2.33,16,112.96,1.22,16,1.017,0.992,0.141,0.915,0.032,16.000,0.981,0.024,16.000,0.583,0.568,0.130,"Fig5, Fig4",CC vs. HFCon,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1291,ES284,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,21,-56,21,0,77,8,8,,12,8,yes,yes,M,individual,58Y2,0,42,133,133,7,0.1836,0.0091,16,0.1987,0.0055,16,0.502,0.489,0.129,574.57,14.31,16,574.22,13.78,16,-0.006,-0.006,0.125,105.49,4.51,16,114.09,1.63,16,0.635,0.619,0.131,0.899,0.044,16.000,0.973,0.027,16.000,0.501,0.488,0.129,"Fig5, Fig4",CC vs. HFCon,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1292,ES284,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,21,-56,21,0,77,8,8,,12,8,yes,yes,M,individual,58Y2,0,42,140,140,7,0.1811,0.0094,16,0.1989,0.0059,16,0.566,0.551,0.130,587.79,18.93,16,587.11,12.77,16,-0.010,-0.010,0.125,106.45,4.31,16,116.75,2.39,16,0.739,0.720,0.134,0.892,0.046,16.000,0.979,0.029,16.000,0.564,0.550,0.130,"Fig5, Fig4",CC vs. HFCon,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1293,ES284,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,21,-56,21,0,77,8,8,,12,8,yes,yes,M,individual,58Y2,0,42,147,147,7,0.1780,0.0086,16,0.1940,0.0048,16,0.577,0.563,0.130,607.44,14.35,16,606.50,13.57,16,-0.017,-0.017,0.125,108.10,4.54,16,117.68,1.30,16,0.718,0.700,0.133,0.884,0.043,16.000,0.963,0.024,16.000,0.575,0.560,0.130,"Fig5, Fig4",CC vs. HFCon,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1294,ES284,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,21,-56,21,0,77,8,8,,12,8,yes,yes,M,individual,58Y2,0,42,154,154,7,0.1743,0.0076,16,0.1877,0.0064,16,0.478,0.466,0.129,617.93,17.08,16,617.50,16.31,16,-0.006,-0.006,0.125,107.69,3.63,16,115.89,2.46,16,0.662,0.645,0.132,0.869,0.038,16.000,0.936,0.032,16.000,0.477,0.465,0.129,"Fig5, Fig4",CC vs. HFCon,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1295,ES284,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,21,-56,21,0,77,8,8,,12,8,yes,yes,M,individual,58Y2,0,42,161,161,7,0.1713,0.0071,16,0.1813,0.0075,16,0.342,0.334,0.127,629.21,15.51,16,623.87,18.92,16,-0.077,-0.075,0.125,107.80,3.55,16,113.11,3.20,16,0.393,0.383,0.127,0.858,0.035,16.000,0.906,0.038,16.000,0.329,0.321,0.127,"Fig5, Fig4",CC vs. HFCon,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1296,ES284,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,21,-56,21,0,77,8,8,,12,8,yes,yes,M,individual,58Y2,0,42,168,168,7,0.1664,0.0054,16,0.1664,0.0065,16,0.003,0.003,0.125,640.49,13.37,16,631.13,21.13,16,-0.132,-0.129,0.125,106.56,2.61,16,105.05,2.08,16,-0.160,-0.156,0.125,0.837,0.027,16.000,0.834,0.032,16.000,-0.023,-0.022,0.125,"Fig5, Fig4",CC vs. HFCon,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1297,ES284,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,21,-56,21,0,77,8,8,,12,8,yes,yes,M,individual,58Y2,0,42,175,175,7,0.1592,0.0059,16,0.1577,0.0067,16,-0.059,-0.057,0.125,647.75,13.93,16,641.36,18.43,16,-0.098,-0.095,0.125,103.12,3.11,16,101.15,3.15,16,-0.157,-0.153,0.125,0.803,0.030,16.000,0.794,0.034,16.000,-0.074,-0.073,0.125,"Fig5, Fig4",CC vs. HFCon,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1298,ES284,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,21,-56,21,0,77,8,8,,12,8,yes,yes,M,individual,58Y2,0,42,182,182,7,0.1530,0.0063,16,0.1543,0.0037,16,0.064,0.062,0.125,663.34,15.06,16,645.11,11.45,16,-0.341,-0.332,0.127,101.50,3.46,16,99.55,1.63,16,-0.179,-0.175,0.126,0.777,0.032,16.000,0.778,0.019,16.000,0.012,0.011,0.125,"Fig5, Fig4",CC vs. HFCon,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1299,ES284,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,21,-56,21,0,77,8,8,,12,8,yes,yes,M,individual,58Y2,0,42,189,189,7,0.1523,0.0061,16,0.1511,0.0058,16,-0.050,-0.049,0.125,661.98,12.92,16,649.91,11.49,16,-0.247,-0.240,0.126,100.81,3.49,16,98.20,3.33,16,-0.191,-0.186,0.126,0.772,0.031,16.000,0.763,0.029,16.000,-0.080,-0.078,0.125,"Fig5, Fig4",CC vs. HFCon,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1300,ES285,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,42,-56,42,1,77,8,8,,12,8,yes,yes,F,individual,58Y2,0,42,56,56,7,0.3436,0.0148,16,0.2466,0.0081,16,-2.036,-1.984,0.191,133.57,2.63,16,147.22,2.58,16,1.309,1.276,0.152,45.89,1.75,16,36.30,1.02,16,-1.676,-1.634,0.169,1.168,0.050,16.000,0.859,0.028,16.000,-1.897,-1.849,0.182,"Fig5, Fig4",CC vs. HFHF,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1301,ES285,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,42,-56,42,1,77,8,8,,12,8,yes,yes,F,individual,58Y2,0,42,63,63,7,0.3507,0.0112,16,0.3122,0.0120,16,-0.829,-0.808,0.136,168.74,3.10,16,185.24,5.22,16,0.962,0.937,0.140,59.17,1.55,16,57.83,1.51,16,-0.219,-0.214,0.126,1.264,0.040,16.000,1.152,0.044,16.000,-0.662,-0.645,0.132,"Fig5, Fig4",CC vs. HFHF,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1302,ES285,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,42,-56,42,1,77,8,8,,12,8,yes,yes,F,individual,58Y2,0,42,70,70,7,0.3215,0.0083,16,0.3227,0.0113,16,0.032,0.031,0.125,201.78,4.07,16,221.23,6.13,16,0.934,0.911,0.139,64.86,1.06,16,71.39,1.53,16,1.242,1.211,0.149,1.212,0.031,16.000,1.245,0.044,16.000,0.218,0.212,0.126,"Fig5, Fig4",CC vs. HFHF,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1303,ES285,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,42,-56,42,1,77,8,8,,12,8,yes,yes,F,individual,58Y2,0,42,77,77,7,0.3053,0.0151,16,0.2979,0.0136,16,-0.129,-0.126,0.125,226.94,5.87,16,249.66,5.59,16,0.991,0.966,0.141,69.29,2.93,16,74.37,2.96,16,0.431,0.421,0.128,1.185,0.059,16.000,1.184,0.054,16.000,-0.004,-0.004,0.125,"Fig5, Fig4",CC vs. HFHF,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1304,ES285,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,42,-56,42,1,77,8,8,,12,8,yes,yes,F,individual,58Y2,0,42,84,84,7,0.2892,0.0079,16,0.2734,0.0102,16,-0.434,-0.423,0.128,254.86,4.68,16,281.08,5.47,16,1.289,1.256,0.151,73.70,1.50,16,76.85,2.44,16,0.389,0.379,0.127,1.155,0.032,16.000,1.119,0.042,16.000,-0.244,-0.238,0.126,"Fig5, Fig4",CC vs. HFHF,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1305,ES285,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,42,-56,42,1,77,8,8,,12,8,yes,yes,F,individual,58Y2,0,42,91,91,7,0.2684,0.0071,16,0.2574,0.0072,16,-0.386,-0.376,0.127,274.47,5.10,16,304.91,6.49,16,1.303,1.270,0.152,73.66,1.37,16,78.49,1.40,16,0.869,0.847,0.137,1.092,0.029,16.000,1.076,0.030,16.000,-0.142,-0.139,0.125,"Fig5, Fig4",CC vs. HFHF,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1306,ES285,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,42,-56,42,1,77,8,8,,12,8,yes,yes,F,individual,58Y2,0,42,98,98,7,0.2552,0.0089,16,0.2470,0.0103,16,-0.214,-0.209,0.126,289.12,7.59,16,320.88,9.13,16,0.945,0.921,0.139,73.79,1.68,16,79.26,2.40,16,0.659,0.642,0.132,1.052,0.037,16.000,1.045,0.043,16.000,-0.044,-0.042,0.125,"Fig5, Fig4",CC vs. HFHF,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1307,ES285,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,42,-56,42,1,77,8,8,,12,8,yes,yes,F,individual,58Y2,0,42,105,105,7,0.2481,0.0088,16,0.2376,0.0103,16,-0.275,-0.268,0.126,302.31,8.91,16,335.92,6.66,16,1.068,1.041,0.143,75.01,1.48,16,79.81,3.09,16,0.496,0.484,0.129,1.035,0.037,16.000,1.017,0.044,16.000,-0.108,-0.105,0.125,"Fig5, Fig4",CC vs. HFHF,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1308,ES285,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,42,-56,42,1,77,8,8,,12,8,yes,yes,F,individual,58Y2,0,42,112,112,7,0.2512,0.0087,16,0.2354,0.0092,16,-0.441,-0.430,0.128,306.86,9.32,16,343.88,8.25,16,1.052,1.025,0.143,77.10,1.29,16,80.96,2.50,16,0.486,0.474,0.129,1.052,0.036,16.000,1.014,0.040,16.000,-0.248,-0.242,0.126,"Fig5, Fig4",CC vs. HFHF,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1309,ES285,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,42,-56,42,1,77,8,8,,12,8,yes,yes,F,individual,58Y2,0,42,119,119,7,0.2332,0.0115,16,0.2314,0.0092,16,-0.043,-0.042,0.125,321.02,8.50,16,357.26,9.03,16,1.033,1.007,0.142,74.86,3.10,16,82.68,2.53,16,0.691,0.674,0.133,0.987,0.049,16.000,1.006,0.040,16.000,0.107,0.104,0.125,"Fig5, Fig4",CC vs. HFHF,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1310,ES285,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,42,-56,42,1,77,8,8,,12,8,yes,yes,F,individual,58Y2,0,42,126,126,7,0.2293,0.0107,16,0.2296,0.0094,16,0.006,0.006,0.125,326.76,10.34,16,370.74,10.86,16,1.037,1.011,0.142,74.94,2.58,16,85.11,2.43,16,1.016,0.990,0.141,0.975,0.046,16.000,1.007,0.041,16.000,0.186,0.182,0.126,"Fig5, Fig4",CC vs. HFHF,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1311,ES285,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,42,-56,42,1,77,8,8,,12,8,yes,yes,F,individual,58Y2,0,42,133,133,7,0.2243,0.0067,16,0.2104,0.0104,16,-0.397,-0.387,0.128,332.15,7.67,16,373.84,10.77,16,1.114,1.086,0.145,74.51,1.43,16,78.67,3.14,16,0.427,0.416,0.128,0.958,0.029,16.000,0.925,0.046,16.000,-0.212,-0.207,0.126,"Fig5, Fig4",CC vs. HFHF,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1312,ES285,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,42,-56,42,1,77,8,8,,12,8,yes,yes,F,individual,58Y2,0,42,140,140,7,0.2195,0.0074,16,0.1987,0.0077,16,-0.692,-0.675,0.133,335.95,9.89,16,381.69,10.81,16,1.104,1.076,0.144,73.75,1.19,16,75.84,2.00,16,0.318,0.310,0.127,0.940,0.032,16.000,0.878,0.034,16.000,-0.470,-0.458,0.128,"Fig5, Fig4",CC vs. HFHF,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1313,ES285,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,42,-56,42,1,77,8,8,,12,8,yes,yes,F,individual,58Y2,0,42,147,147,7,0.2103,0.0082,16,0.1877,0.0103,16,-0.605,-0.589,0.131,344.98,10.91,16,396.09,8.89,16,1.284,1.252,0.151,72.53,1.66,16,74.34,3.74,16,0.157,0.153,0.125,0.906,0.035,16.000,0.837,0.046,16.000,-0.419,-0.408,0.128,"Fig5, Fig4",CC vs. HFHF,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1314,ES285,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,42,-56,42,1,77,8,8,,12,8,yes,yes,F,individual,58Y2,0,42,154,154,7,0.2052,0.0099,16,0.1848,0.0088,16,-0.546,-0.532,0.130,347.73,12.21,16,400.40,9.44,16,1.207,1.177,0.148,71.34,2.36,16,73.98,3.05,16,0.242,0.236,0.126,0.886,0.043,16.000,0.826,0.039,16.000,-0.362,-0.353,0.127,"Fig5, Fig4",CC vs. HFHF,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1315,ES285,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,42,-56,42,1,77,8,8,,12,8,yes,yes,F,individual,58Y2,0,42,161,161,7,0.1995,0.0071,16,0.1795,0.0075,16,-0.682,-0.665,0.132,355.05,10.35,16,404.34,12.45,16,1.076,1.049,0.143,70.82,1.46,16,72.57,2.05,16,0.247,0.241,0.126,0.866,0.031,16.000,0.805,0.034,16.000,-0.472,-0.460,0.129,"Fig5, Fig4",CC vs. HFHF,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1316,ES285,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,42,-56,42,1,77,8,8,,12,8,yes,yes,F,individual,58Y2,0,42,168,168,7,0.1935,0.0073,16,0.1770,0.0080,16,-0.539,-0.526,0.130,358.72,11.50,16,407.75,12.06,16,1.040,1.014,0.142,69.41,1.36,16,72.18,2.47,16,0.347,0.338,0.127,0.842,0.032,16.000,0.795,0.036,16.000,-0.345,-0.336,0.127,"Fig5, Fig4",CC vs. HFHF,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1317,ES285,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,42,-56,42,1,77,8,8,,12,8,yes,yes,F,individual,58Y2,0,42,175,175,7,0.1900,0.0084,16,0.1729,0.0070,16,-0.550,-0.537,0.130,363.93,12.70,16,414.96,13.15,16,0.987,0.962,0.140,69.13,1.87,16,71.75,1.83,16,0.353,0.345,0.127,0.830,0.037,16.000,0.780,0.032,16.000,-0.359,-0.350,0.127,"Fig5, Fig4",CC vs. HFHF,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1318,ES285,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,42,-56,42,1,77,8,8,,12,8,yes,yes,F,individual,58Y2,0,42,182,182,7,0.1851,0.0076,16,0.1712,0.0077,16,-0.454,-0.443,0.128,366.54,13.09,16,415.37,10.92,16,1.013,0.987,0.141,67.84,1.39,16,71.09,2.60,16,0.389,0.380,0.127,0.810,0.033,16.000,0.773,0.035,16.000,-0.272,-0.266,0.126,"Fig5, Fig4",CC vs. HFHF,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1319,ES285,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,42,-56,42,1,77,8,8,,12,8,yes,yes,F,individual,58Y2,0,42,189,189,7,0.1868,0.0084,16,0.1681,0.0099,16,-0.507,-0.494,0.129,362.07,12.85,16,418.25,12.90,16,1.091,1.063,0.144,67.62,1.86,16,70.32,3.54,16,0.239,0.233,0.126,0.815,0.037,16.000,0.760,0.045,16.000,-0.332,-0.323,0.127,"Fig5, Fig4",CC vs. HFHF,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1320,ES286,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,21,-56,21,0,77,8,8,,12,8,yes,yes,F,individual,58Y2,0,42,56,56,7,0.3436,0.3027,16,0.3357,0.0102,16,-0.009,-0.009,0.125,133.57,117.57,16,121.22,2.03,16,-0.037,-0.036,0.125,45.89,1.75,16,40.70,1.03,16,-0.904,-0.881,0.138,1.168,1.029,16.000,1.114,0.034,16.000,-0.019,-0.018,0.125,"Fig5, Fig4",CC vs. HFCon,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1321,ES286,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,21,-56,21,0,77,8,8,,12,8,yes,yes,F,individual,58Y2,0,42,63,63,7,0.3507,0.3176,16,0.3480,0.0082,16,-0.003,-0.003,0.125,168.74,152.74,16,153.33,1.42,16,-0.036,-0.035,0.125,59.17,1.55,16,53.35,1.16,16,-1.066,-1.039,0.143,1.264,1.145,16.000,1.224,0.029,16.000,-0.012,-0.012,0.125,"Fig5, Fig4",CC vs. HFCon,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1322,ES286,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,21,-56,21,0,77,8,8,,12,8,yes,yes,F,individual,58Y2,0,42,70,70,7,0.3215,0.2960,16,0.3502,0.0120,16,0.034,0.033,0.125,201.78,185.78,16,185.50,5.72,16,-0.031,-0.030,0.125,64.86,1.06,16,64.96,0.97,16,0.024,0.023,0.125,1.212,1.116,16.000,1.292,0.044,16.000,0.026,0.025,0.125,"Fig5, Fig4",CC vs. HFCon,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1323,ES286,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,21,-56,21,0,77,8,8,,12,8,yes,yes,F,individual,58Y2,0,42,77,77,7,0.3053,0.2841,16,0.3116,0.0118,16,0.008,0.008,0.125,226.94,210.94,16,212.07,5.72,16,-0.025,-0.024,0.125,69.29,2.93,16,66.09,1.75,16,-0.331,-0.323,0.127,1.185,1.103,16.000,1.189,0.045,16.000,0.001,0.001,0.125,"Fig5, Fig4",CC vs. HFCon,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1324,ES286,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,21,-56,21,0,77,8,8,,12,8,yes,yes,F,individual,58Y2,0,42,84,84,7,0.2892,0.2711,16,0.2900,0.0124,16,0.001,0.001,0.125,254.86,238.86,16,240.07,5.73,16,-0.022,-0.021,0.125,73.70,1.50,16,69.61,2.47,16,-0.500,-0.488,0.129,1.155,1.083,16.000,1.141,0.049,16.000,-0.005,-0.004,0.125,"Fig5, Fig4",CC vs. HFCon,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1325,ES286,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,21,-56,21,0,77,8,8,,12,8,yes,yes,F,individual,58Y2,0,42,91,91,7,0.2684,0.2528,16,0.2946,0.0132,16,0.037,0.036,0.125,274.47,258.47,16,256.15,9.02,16,-0.025,-0.024,0.125,73.66,1.37,16,75.45,2.10,16,0.252,0.246,0.126,1.092,1.029,16.000,1.178,0.053,16.000,0.030,0.029,0.125,"Fig5, Fig4",CC vs. HFCon,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1326,ES286,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,21,-56,21,0,77,8,8,,12,8,yes,yes,F,individual,58Y2,0,42,98,98,7,0.2552,0.2412,16,0.2817,0.0104,16,0.039,0.038,0.125,289.12,273.12,16,271.75,7.66,16,-0.022,-0.022,0.125,73.79,1.68,16,76.56,1.82,16,0.395,0.385,0.127,1.052,0.995,16.000,1.144,0.042,16.000,0.032,0.032,0.125,"Fig5, Fig4",CC vs. HFCon,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1327,ES286,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,21,-56,21,0,77,8,8,,12,8,yes,yes,F,individual,58Y2,0,42,105,105,7,0.2481,0.2351,16,0.2741,0.0140,16,0.039,0.038,0.125,302.31,286.31,16,282.74,9.40,16,-0.024,-0.024,0.125,75.01,1.48,16,77.50,2.99,16,0.264,0.257,0.126,1.035,0.980,16.000,1.124,0.057,16.000,0.032,0.031,0.125,"Fig5, Fig4",CC vs. HFCon,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
Comp1328,ES286,Exp152,Study100,Desai,2014,J052,Am J Obstet Gynecol,3.877,rat,Sprague-Dawley,yes,,yes,yes,0,0,58Y2,58Y1,-56,21,-56,21,0,77,8,8,,12,8,yes,yes,F,individual,58Y2,0,42,112,112,7,0.2512,0.2382,16,0.2739,0.0150,16,0.033,0.033,0.125,306.86,290.86,16,287.83,10.58,16,-0.023,-0.023,0.125,77.10,1.29,16,78.83,3.22,16,0.176,0.172,0.125,1.052,0.997,16.000,1.128,0.062,16.000,0.027,0.026,0.125,"Fig5, Fig4",CC vs. HFCon,0,0,0,,g/day,0,calculations_MAME_FB_Comp1260_1339
