nr,ES_ID,Comp_ID,Exp_ID,Study_ID,First_author,Year,J_abbr_name,animal,Strain,Dam_choice_diet,Dam_diet_start_exp_dPC,Dam_diet_end_exp_dPC,Dam_diet_lactation_incl,Dam_diet_duration,Dam_diet_code_contr,Dam_diet_contr_E,Dam_diet_contr_PNP_kcal,Dam_diet_code_exp,Dam_diet_exp_E,Dam_diet_exp_PNP_kcal,Offspr_diet_code,Offspr_diet_E,Offspr_diet_PNP_kcal,Offspr_diet_prot_pww,Offspr_diet_start_dPC,Litter_size_equalized,Offspr_crossfosterd,Offspr_sex,Bodyweight_mean_contr,Bodyweight_N_contr,Bodyweight_mean_exp,Bodyweight_N_exp,AbsIntake_mean_contr,AbsIntake_N_contr,AbsIntake_mean_exp,AbsIntake_N_exp,RelIntake_mean_contr,RelIntake_N_contr,RelIntake_mean_exp,RelIntake_N_exp,RelIntake2_mean_contr,RelIntake2_mean_exp,Bodyweight_SE_contr,Bodyweight_SE_exp,AbsIntake_SE_contr,AbsIntake_SE_exp,RelIntake_SE_contr,RelIntake_SE_exp,RelIntake2_SE_contr,RelIntake2_SE_exp,Intake_age_dPC,Intake_duration,TBodyweight_age_dPC,Offspr_data_source,Comments,Original_measur_units,Suppl_files,Bodyweight_SD_contr,Bodyweight_SD_exp,AbsIntake_SD_contr,AbsIntake_SD_exp,RelIntake_SD_contr,RelIntake_SD_exp,RelIntake2_SD_contr,RelIntake2_SD_exp,Bodyweight_Cd,Bodyweight_Cd_Var,Bodyweight_Hd,Bodyweight_Hd_Var,AbsIntake_Cd,AbsIntake_Cd_Var,AbsIntake_Hd,AbsIntake_Hd_Var,RelIntake_Cd,RelIntake_Cd_Var,RelIntake_Hd,RelIntake_Hd_Var,RelIntake2_Cd,RelIntake2_Cd_Var,RelIntake2_Hd,RelIntake2_Hd_Var,Exp_ID_sex,shared_control,within_exp_id,control_id,Bodyweight_N_total,Intake_N_total,Bodyweight_Hd_Var_adj,RelIntake2_Hd_Var_adj,Bodyweight_Hd_Var_combined,RelIntake2_Hd_Var_combined
53,ES324,Comp1500,Exp171,Study119,Wu,1999,AsiaPacJ ClinNutr,rat,Sprague-Dawley,0,-70,42,1,112,LF_JP1,3.518,0.331566995,HF_JP1,4.366,0.341733251,HF_JP1,4.366,0.341733251,27.8,42,yes,no,M,458,6,610,6,60.18,6,65.19,6,0.1314,6,0.1069,6,0.608,0.531,20,17,1.91,0.96,0.0071,0.0034,0.033,0.017,162,120,162,Tab3,LF vs.HF; Experiment 1,kcal/day,,48.98979486,41.64132563,4.678525409,2.351510153,0.017391377,0.008328265,0.080833162,0.041641326,3.3433,0.7991,3.0861,0.6809,1.3531,0.4096,1.249,0.349,-1.7969,0.4679,-1.6586,0.3987,-1.1976,0.3931,-1.1055,0.3349,Exp171_M,0,1,Exp171_M_0_1,12,12,0.730167217,0.384255427,0.809533994,0.394439846
54,ES326,Comp1502,Exp173,Study119,Wu,1999,AsiaPacJ ClinNutr,rat,Sprague-Dawley,0,-70,2,1,72,LF_JP1,3.518,0.331566995,HF_JP1,4.366,0.341733251,HF_JP1,4.366,0.341733251,27.8,42,yes,no,M,338,6,384,6,43.94,6,48.72,6,0.13,6,0.1269,6,0.557,0.562,6,19,0.48,1.91,0.0027,0.008,0.012,0.035,162,120,162,Tab5,LF vs.HF; Experiment 3,kcal/day,,14.69693846,46.54030511,1.175755077,4.678525409,0.006613622,0.019595918,0.029393877,0.085732141,1.3329,0.4074,1.2304,0.3471,1.4013,0.4152,1.2935,0.3537,-0.212,0.3352,-0.1957,0.2856,0.078,0.3336,0.072,0.2842,Exp173_M,0,1,Exp173_M_0_1,12,12,0.39641184,0.333549333,0.409027541,0.333592533
55,ES292,Comp1345,Exp155,Study103,Jackson,2012,Am J Physiol Renal Physiol,rat,Sprague-Dawley,0,-42,42,1,84,NF_US1,3.991,0.409749205,HF_US1,4.038,0.234862385,NF_US1,3.991,0.409749205,29,66,yes,no,M,408.57,10,427.17,10,88.4,10,101.4,10,0.2164,10,0.2374,10,0.973,1.079,10.3,18.3,19.8,9.8,0.0488,0.0251,0.219,0.114,140,7,140,"Tab2, Fig1A","NF-NF vs. HF-NF; not sure about intakemeasurement duration and diet composition, did not use the -HF groups becouse fed chow suppl. With fructose (choice)",g/day,,32.5714599,57.86968118,62.61309767,30.99032107,0.15431915,0.079373169,0.692538808,0.360499653,0.3961,0.2039,0.3794,0.1871,0.2632,0.2017,0.252,0.185,0.1711,0.2007,0.1639,0.1841,0.192,0.2009,0.1839,0.1843,Exp155_M,0,1,Exp155_M_0_1,20,20,0.203598609,0.20084548,0.203998454,0.200939423
56,ES307,"Comp1453,Comp1454,Comp1455,Comp1456,Comp1457,Comp1458",Exp161,Study109,Masuyama,2014,Plos ONE,mouse,ICR,0,-28,42,1,70,OY_CD_JP,3.405,0.392638037,HF_JP,5.108,0.219675263,OY_CD_JP,3.405,0.392638037,24,42,yes,yes,F,26.02,6,32.29166667,6,10.28666667,6,13.09,6,0.4189,6,0.434366667,6,0.919833333,1.000333333,0.77112472,0.463087465,0.506787266,0.452990066,0.02819799,0.024530084,0.057995689,0.049792904,119,84,119,Fig2AB,OCC vs. OHH; ,g/day,calculations_MAME_FB_Comp1435to1458,1.888862091,1.134327995,1.241370211,1.109594521,0.069070688,0.060086188,0.142059847,0.121967209,4.0256,1.0085,3.7159,0.8594,2.3811,0.5696,2.1979,0.4853,0.2389,0.3357,0.2205,0.2861,0.608,0.3487,0.5613,0.2971,Exp161_F,1,1,Exp161_F_1_SC,18,18,0.716886467,0.342084936,0.716886467,0.342084936
57,ES321,Comp1497,Exp169,Study117,Tuohetimulati,2012,Diabetol Int,mouse,C57BL/6J,0,0,21,1,21,OY_CD_JP,3.405,0.392638037,D12492,5.241,0.249940377,OY_CD_JP,3.405,0.392638037,24,42,,,M,19.48,27,18.67,22,9.56,27,9.59,22,0.4908,27,0.5138,22,1.031,1.068,0.22,0.21,0.1,0.07,0.0077,0.0069,0.016,0.014,63,21,63,"text p220, Fig1b",N vs.HFG; ,kcal/day,calculations_MAME_FB_Comp1496to1497,1.143153533,0.98498731,0.519615242,0.328329103,0.040010374,0.032363869,0.083138439,0.065665821,-0.7532,0.0883,-0.7412,0.0855,0.0675,0.0825,0.0664,0.0799,0.6252,0.0865,0.6151,0.0837,0.4879,0.0849,0.4801,0.0822,Exp169_M,1,1,Exp169_M_1_SC,63,63,0.086851721,0.084320916,0.086851721,0.084320916
58,ES305,"Comp1441,Comp1442,Comp1443,Comp1444,Comp1445,Comp1446",Exp161,Study109,Masuyama,2014,Plos ONE,mouse,ICR,0,-28,42,1,70,OY_CD_JP,3.405,0.392638037,HF_JP,5.108,0.219675263,OY_CD_JP,3.405,0.392638037,24,42,yes,yes,M,29.31166667,6,35.76666667,6,11.54,6,15.48333333,6,0.43085,6,0.476816667,6,0.963666667,1.117166667,0.983183604,0.642897089,0.528583011,0.494722144,0.028997845,0.022132254,0.060555759,0.047709188,119,84,119,Fig1AB,OCC vs. OHH; ,g/day,calculations_MAME_FB_Comp1435to1458,2.408298154,1.574769824,1.294758665,1.211816818,0.071029923,0.054212729,0.148330712,0.116863168,3.1725,0.7527,2.9285,0.6414,3.1447,0.7454,2.9028,0.6351,0.7275,0.3554,0.6715,0.3028,1.1496,0.3884,1.0611,0.3309,Exp161_M,1,1,Exp161_M_1_SC,18,18,0.571558674,0.364609256,0.571558674,0.364609256
59,ES304,"Comp1435,Comp1436,Comp1437,Comp1438,Comp1439,Comp1440",Exp161,Study109,Masuyama,2014,Plos ONE,mouse,ICR,0,-28,21,1,49,OY_CD_JP,3.405,0.392638037,HF_JP,5.108,0.219675263,OY_CD_JP,3.405,0.392638037,24,42,yes,yes,M,29.31166667,6,32.89333333,6,11.54,6,13.93333333,6,0.43085,6,0.46715,6,0.963666667,1.0715,0.983183604,0.939077562,0.528583011,0.421742417,0.028997845,0.028564547,0.060555759,0.058864251,119,84,119,Fig1AB,OCC vs. OHC; ,g/day,calculations_MAME_FB_Comp1435to1458,2.408298154,2.300260855,1.294758665,1.033053726,0.071029923,0.069968564,0.148330712,0.144187378,1.5209,0.4297,1.4039,0.3662,2.0434,0.5073,1.8862,0.4323,0.5149,0.3444,0.4753,0.2934,0.7372,0.356,0.6805,0.3033,Exp161_M,1,2,Exp161_M_1_SC,18,18,0.388081534,0.346196674,0.388081534,0.346196674
60,ES320,Comp1496,Exp169,Study117,Tuohetimulati,2012,Diabetol Int,mouse,C57BL/6J,0,0,42,1,42,OY_CD_JP,3.405,0.392638037,D12492,5.241,0.249940377,OY_CD_JP,3.405,0.392638037,24,42,,,M,19.48,27,18.37,14,9.56,27,9.63,14,0.4908,27,0.5241,14,1.031,1.085,0.22,0.26,0.1,0.23,0.0077,0.0148,0.016,0.031,63,21,63,"text p220, Fig1b",N vs.HFGL; ,kcal/day,calculations_MAME_FB_Comp1496to1497,1.143153533,0.972830921,0.519615242,0.860581199,0.040010374,0.055376529,0.083138439,0.115991379,-1.019,0.1211,-0.9992,0.1165,0.1071,0.1086,0.1051,0.1044,0.7285,0.1149,0.7144,0.1105,0.5663,0.1124,0.5553,0.1081,Exp169_M,1,2,Exp169_M_1_SC,63,63,0.116389423,0.110912895,0.116389423,0.110912895
61,ES306,"Comp1447,Comp1448,Comp1449,Comp1450,Comp1451,Comp1452",Exp161,Study109,Masuyama,2014,Plos ONE,mouse,ICR,0,-28,21,1,49,OY_CD_JP,3.405,0.392638037,HF_JP,5.108,0.219675263,OY_CD_JP,3.405,0.392638037,24,42,yes,yes,F,26.02,6,29.48,6,10.28666667,6,12.2,6,0.4189,6,0.441566667,6,0.919833333,0.9965,0.77112472,0.951016999,0.506787266,0.50447993,0.02819799,0.02867403,0.057995689,0.05968389,119,84,119,Fig2AB,OCC vs. OHC; ,g/day,calculations_MAME_FB_Comp1435to1458,1.888862091,2.329506385,1.241370211,1.235718415,0.069070688,0.070236743,0.142059847,0.146195075,1.6316,0.4443,1.5061,0.3785,1.5448,0.4328,1.426,0.3688,0.3254,0.3377,0.3004,0.2878,0.5319,0.3451,0.491,0.2941,Exp161_F,1,2,Exp161_F_1_SC,18,18,0.3963427,0.340030028,0.3963427,0.340030028
62,ES199,Comp0863,Exp117,Study076,Couvreur,2011,Plos ONE,rat,Wistar,0,-42,50,1,92,contr_FR3,3.714,0.292275574,pal_FR3,3.919,0.170899313,pal_FR3,3.919,0.170899313,14.3,50,yes,no,M,514.04,20,500.43,20,99.1,16,88.4,16,0.1928,16,0.1766,16,0.918,0.836,18.04,19.05,5.27,5.38,0.0077,0.0084,0.059,0.06,92,28,92,Tab2,PC vs. PP; Experiment 1,kcal/day,calculations_MAME_FB_Comp0862to0867,80.67733263,85.19418994,21.08,21.52,0.0308,0.0336,0.236,0.24,-0.164,0.1003,-0.1608,0.0964,-0.5023,0.1289,-0.4897,0.1225,-0.5026,0.1289,-0.49,0.1225,-0.3445,0.1269,-0.3358,0.1205,Exp117_M,0,2,Exp117_M_0_2,40,32,0.100323208,0.126761901,0.100340219,0.126879361
63,ES203,Comp0867,Exp119,Study076,Couvreur,2011,Plos ONE,rat,Wistar,0,-42,48,1,90,contr_FR3,3.714,0.292275574,HF_FR3,5.713,0.148803539,pal_FR3,3.919,0.170899313,14.3,97,yes,no,F,317,18,265,29,68.47,18,60.69,29,0.216,18,0.229,29,0.911,0.924,10,5,4.1,1.96,0.011,0.006,0.062,0.035,134,37,134,Tab5,MPC vs. MPH; Experiment 2,kcal/g/day,calculations_MAME_FB_Comp0862to0867,42.42640687,26.92582404,17.39482682,10.55492302,0.046669048,0.032310989,0.263043723,0.188480768,-1.5461,0.1155,-1.5202,0.1116,-0.5741,0.0935,-0.5645,0.0904,0.3388,0.0913,0.3331,0.0882,0.0592,0.0901,0.0582,0.0871,Exp119_F,0,2,Exp119_F_0_2,47,47,0.114623506,0.090074349,0.115716181,0.09007595
64,ES201,Comp0865,Exp118,Study076,Couvreur,2011,Plos ONE,rat,Wistar,0,-42,48,1,90,contr_FR3,3.714,0.292275574,HF_FR3,5.713,0.148803539,pal_FR3,3.919,0.170899313,14.3,97,yes,no,M,546,22,459,29,97.73,22,93.64,29,0.179,22,0.204,29,0.865,0.944,15,9,4.67,2.94,0.007,0.005,0.048,0.035,134,37,134,Tab5,MPC vs. MPH; Experiment 2,kcal/g/day,calculations_MAME_FB_Comp0862to0867,70.3562364,48.46648326,21.9042416,15.83238453,0.03283291,0.026925824,0.225139956,0.188480768,-1.4783,0.1014,-1.4555,0.0983,-0.219,0.0804,-0.2156,0.078,0.8445,0.0869,0.8315,0.0843,0.3854,0.0814,0.3794,0.0789,Exp118_M,0,2,Exp118_M_0_2,51,51,0.100706718,0.081348523,0.101554449,0.081406124
65,ES319,"Comp1490,Comp1491,Comp1492,Comp1493,Comp1494,Comp1495",Exp168,Study116,Sun,2013,Am J Physiol Regul Integr Comp Physiol,rat,Sprague-Dawley,0,2,42,1,40,Purina_US1,3.354,0.398665555,D12492,5.241,0.249940377,Purina_US1,3.354,0.398665555,23.9,42,yes,no,M,252.9116667,12,294.5466667,12,78.32666667,12,89.55166667,12,0.342816667,12,0.332433333,12,1.306,1.3235,6.704315774,4.750408754,4.198067016,2.463300631,0.025652388,0.013358518,0.091599672,0.049251058,84,42,84,Fig2AB,CHOW-SED vs. HF-SED; ,kcal/day,calculations_MAME_FB_Comp1490to1495,23.2244311,16.45589864,14.54253073,8.533123695,0.088862478,0.046275263,0.317310573,0.170610668,2.0686,0.2558,1.9973,0.2385,0.9415,0.1851,0.909,0.1726,-0.1466,0.1671,-0.1415,0.1558,0.0687,0.1668,0.0663,0.1555,Exp168_M,0,1,Exp168_M_0_1,24,24,0.249775152,0.166758244,0.257330469,0.166766569
66,ES288,Comp1341,Exp153,Study101,Dunn,2009,Endocrinology,mouse,C57BL/6,0,-28,28,1,56,Purina_US1,3.354,0.398665555,D12451,4.76,0.252631579,Purina_US1,3.354,0.398665555,23.9,49,no,no,F,17.04,18,19.94,22,14.09,18,15.35,22,0.827,18,0.77,22,1.68,1.627,0.55,0.53,0.65,0.67,0.027,0.027,0.095,0.083,91,14,91,"SFig1, Fig2","Ch vs. HF; only intake of chow used, because intake of HF done on the same animals",g/g/day,calculations_MAME_FB_Comp1340_1341,2.333452378,2.485920353,2.757716447,3.142578559,0.114551299,0.126641226,0.403050865,0.389304508,1.1989,0.119,1.1751,0.1143,0.4233,0.1032,0.4149,0.0992,-0.4696,0.1038,-0.4603,0.0997,-0.134,0.1012,-0.1313,0.0973,Exp153_F,0,1,Exp153_F_0_1,40,40,0.118270851,0.101225597,0.119179312,0.101236939
67,ES287,Comp1340,Exp153,Study101,Dunn,2009,Endocrinology,mouse,C57BL/6,0,-28,28,1,56,Purina_US1,3.354,0.398665555,D12451,4.76,0.252631579,Purina_US1,3.354,0.398665555,23.9,49,no,no,M,20.8,18,23.5,26,14.56,18,15.53,26,0.7,18,0.661,26,1.495,1.455,0.46,0.49,0.51,0.63,0.019,0.023,0.062,0.066,91,14,91,"SFig1, Fig2","Ch vs. HF; only intake of chow used, because intake of HF done on the same animals",g/g/day,calculations_MAME_FB_Comp1340_1341,1.951614716,2.498519562,2.16374675,3.212382294,0.080610173,0.117277449,0.263043723,0.336535288,1.1775,0.1098,1.1564,0.1059,0.3421,0.0953,0.336,0.092,-0.375,0.0956,-0.3682,0.0922,-0.1295,0.0942,-0.1272,0.0909,Exp153_M,0,1,Exp153_M_0_1,44,44,0.109213241,0.094200956,0.109936867,0.094209711
68,ES106,Comp0499,Exp058,Study041,Mitra,2009,Am J Physiol Regul Integr Comp Physiol,rat,Wistar,0,-42,22,0,64,D12450B,3.847,0.249431634,D12492,5.241,0.249940377,Purina_US1,3.354,0.398665555,23.9,43,yes,yes,F,254.68,12,246.69,12,57.86,12,55.79,12,0.2272,12,0.2262,12,0.908,0.896,10,10,4.42,3.89,0.0149,0.0128,0.078,0.072,213,170,112,"Fig4,6","LLC vs. HLC; not sure about offspring housing, used body weight from day 90",kcal/day,calculations_MAME_FB_Comp0499to0502,34.64101615,34.64101615,15.31132914,13.47535528,0.051615114,0.044340501,0.270199926,0.249415316,-0.2307,0.1678,-0.2227,0.1564,-0.1435,0.1671,-0.1386,0.1558,-0.0208,0.1667,-0.0201,0.1554,-0.0462,0.1667,-0.0446,0.1554,Exp058_F,0,1,Exp058_F_0_1,24,24,0.167699902,0.166708108,0.167793832,0.166711875
69,ES108,Comp0501,Exp060,Study041,Mitra,2009,Am J Physiol Regul Integr Comp Physiol,rat,Wistar,0,-42,22,0,64,D12450B,3.847,0.249431634,D12492,5.241,0.249940377,Purina_US1,3.354,0.398665555,23.9,43,yes,yes,F,254.18,12,247.69,12,56.62,12,55.35,12,0.2228,12,0.2234,12,0.889,0.886,10,10,4.01,3.98,0.0131,0.0133,0.072,0.073,213,170,112,"Fig4,6","LHC vs. HHC; not sure about offspring housing, used body weight from day 90",kcal/day,calculations_MAME_FB_Comp0499to0502,34.64101615,34.64101615,13.89104748,13.78712443,0.045379731,0.046072551,0.249415316,0.252879418,-0.1874,0.1674,-0.1809,0.1561,-0.0918,0.1668,-0.0886,0.1555,0.0131,0.1667,0.0127,0.1554,-0.0119,0.1667,-0.0115,0.1554,Exp060_F,0,1,Exp060_F_0_1,24,24,0.167348434,0.166669422,0.167410412,0.166669672
70,ES312,Comp1467,Exp164,Study112,King,2013,Plos ONE,mouse,C57BL/6J,0,-84,42,1,126,D12328,4.076,0.197414806,D12331,5.562,0.198190435,RM1,3.285,0.212467724,14.4,42,yes,no,F,21.94,31,20.9,39,10.22,31,10.15,39,0.4656,31,0.4857,39,1.008,1.039,0.55,0.36,0.13,0.23,0.0131,0.0139,0.028,0.03,101,30,101,"text p2517, Fig2",CON vs. DIO; timing and sample sizes - request - received,g/day,calculations_MAME_FB_Comp1466to1467,3.0622704,2.248199279,0.723809367,1.43634954,0.072937713,0.086805472,0.155897402,0.18734994,-0.3942,0.059,-0.3898,0.0577,-0.0595,0.0579,-0.0588,0.0566,0.2482,0.0583,0.2455,0.0571,0.178,0.0581,0.176,0.0568,Exp164_F,0,1,Exp164_F_0_1,70,70,0.058984405,0.058120347,0.059016326,0.058126855
71,ES316,"Comp1479,Comp1480,Comp1481,Comp1482,Comp1483,Comp1484,Comp1485,Comp1486,Comp1487",Exp166,Study114,Samuelsson,2013,Front Physiol,mouse,C57BL/6J,1,-42,41,1,83,RM1,3.285,0.212467724,obesogenic_UK1,4,0.176470588,RM1,3.285,0.212467724,14.4,41,yes,no,F,13.56222222,6,15.71555556,6,9.756666667,6,11.11111111,6,0.764722222,6,0.746655556,6,1.429333333,1.452222222,0.551784982,0.8976265,0.542197176,0.58397108,0.063927763,0.071855859,0.113744841,0.132136293,105,63,105,Fig2B,OC vs. OSF; ass. individual housing for offspring,kcal/day,calculations_MAME_FB_Comp1470to1487,1.351591654,2.198726904,1.328106421,1.43043117,0.1565904,0.176010189,0.278616822,0.323666495,1.1799,0.3913,1.0892,0.3335,0.9813,0.3735,0.9058,0.3182,-0.1085,0.3338,-0.1001,0.2844,0.0758,0.3336,0.07,0.2842,Exp166_F,0,1,Exp166_F_0_1,12,12,0.38276486,0.3335375,0.392651165,0.333578333
72,ES311,Comp1466,Exp164,Study112,King,2013,Plos ONE,mouse,C57BL/6J,0,-84,42,1,126,D12328,4.076,0.197414806,D12331,5.562,0.198190435,RM1,3.285,0.212467724,14.4,42,yes,no,M,28.09,47,28.34,30,11.99,47,12.58,30,0.4268,47,0.444,30,0.983,1.024,0.33,0.44,0.2,0.23,0.0086,0.0106,0.02,0.024,101,30,101,"text p2517, Fig2",CON vs. DIO; timing and sample sizes - request - received,g/day,calculations_MAME_FB_Comp1466to1467,2.262366018,2.409979253,1.37113092,1.259761882,0.05895863,0.058058591,0.137113092,0.131453414,0.1077,0.0547,0.1067,0.0536,0.4439,0.0559,0.4394,0.0548,0.2935,0.0552,0.2905,0.0541,0.3038,0.0552,0.3008,0.0541,Exp164_M,0,1,Exp164_M_0_1,77,77,0.054683857,0.055197466,0.054685828,0.055213133
73,ES302,Comp1433,Exp159,Study107,Oben,2010,J Hepatol,mouse,C57BL/6J,1,-42,21,0,63,RM1,3.285,0.212467724,obesogenic_UK1,4,0.176470588,RM1,3.285,0.212467724,14.4,41,,,FM,21.48,4,21.93,4,38.83,6,32.68,6,1.8077,6,1.4902,6,3.892,3.225,0.45,0.48,6.19,6.71,0.2907,0.3077,0.626,0.666,105,7,105,Fig3AB,"OL vs. OOSL; ass. calorific intace reported is average daily intake for the last week of measurements, at 3 montsh yo",g/day,calculations_MAME_FB_Comp1433,0.9,0.96,15.16234151,16.43607617,0.712066668,0.753707994,1.533380579,1.631360169,0.4836,0.5146,0.4205,0.3891,-0.3889,0.3396,-0.359,0.2894,-0.433,0.3411,-0.3997,0.2907,-0.4213,0.3407,-0.3889,0.2903,Exp159_FM,0,1,Exp159_FM_0_1,8,12,0.511051266,0.339635134,0.514735021,0.340895494
74,ES315,"Comp1470,Comp1471,Comp1472,Comp1473,Comp1474,Comp1475,Comp1476,Comp1477,Comp1478",Exp166,Study114,Samuelsson,2013,Front Physiol,mouse,C57BL/6J,1,-42,41,1,83,RM1,3.285,0.212467724,obesogenic_UK1,4,0.176470588,RM1,3.285,0.212467724,14.4,41,yes,no,M,17.83666667,6,18.00111111,6,10.29111111,6,11.88,6,0.679611111,6,0.753866667,6,1.308777778,1.474,0.70321484,1.391497994,0.429068759,0.548452368,0.061127299,0.10079725,0.106094298,0.183403017,105,63,105,Fig2A,OC vs. OSF; ass. individual housing for offspring,kcal/day,calculations_MAME_FB_Comp1470to1487,1.722517537,3.408460063,1.050999524,1.34342845,0.149730692,0.246901829,0.259876894,0.449243809,0.0609,0.3335,0.0562,0.2842,1.3174,0.4056,1.216,0.3456,0.3637,0.3388,0.3357,0.2887,0.4502,0.3418,0.4156,0.2912,Exp166_M,0,1,Exp166_M_0_1,12,12,0.333464935,0.34053014,0.333491255,0.341969501
75,ES231,"Comp1018,Comp1019,Comp1020,Comp1021,Comp1022,Comp1023,Comp1024,Comp1025,Comp1026,Comp1027,Comp1028,Comp1029,Comp1030,Comp1031,Comp1032,Comp1033,Comp1034,Comp1035,Comp1036",Exp128,Study084,Samuelsson,2008,Hypertension,mouse,C57BL/6J,1,-42,41,1,83,RM1,3.285,0.212467724,obesogenic_UK1,4,0.176470588,RM1,3.285,0.212467724,14.4,41,yes,no,F,18.19526316,8,19.51052632,8,10.20947368,8,12.97736842,8,0.578047368,8,0.677184211,8,1.177894737,1.410947368,0.390060724,0.395893393,0.616206561,0.726483962,0.03520009,0.03787503,0.085113546,0.087646719,175,133,168,Fig2,OC vs. OO; ass. individual housing for offspring,kcal/day,calculations_MAME_FB_Comp0999to1036,1.103258332,1.119755612,1.742895353,2.054806944,0.099560889,0.107126762,0.240737463,0.247902358,1.1833,0.2938,1.1187,0.2626,1.4528,0.316,1.3735,0.2824,0.9586,0.2787,0.9064,0.2491,0.9538,0.2784,0.9018,0.2489,Exp128_F,0,1,Exp128_F_0_1,16,16,0.289109053,0.275413851,0.29469606,0.279044401
76,ES230,"Comp0999,Comp1000,Comp1001,Comp1002,Comp1003,Comp1004,Comp1005,Comp1006,Comp1007,Comp1008,Comp1009,Comp1010,Comp1011,Comp1012,Comp1013,Comp1014,Comp1015,Comp1016,Comp1017",Exp127,Study084,Samuelsson,2008,Hypertension,mouse,C57BL/6J,1,-42,41,1,83,RM1,3.285,0.212467724,obesogenic_UK1,4,0.176470588,RM1,3.285,0.212467724,14.4,41,yes,no,M,23.49526316,8,25.13157895,8,11.42315789,8,13.45947368,8,0.502068421,8,0.5522,8,1.089526316,1.217526316,0.367595315,0.6220044,0.605409822,0.919570838,0.024208209,0.037539067,0.058176682,0.101353732,175,133,168,Fig2,OC vs. OO; ass. individual housing for offspring,kcal/day,calculations_MAME_FB_Comp0999to1036,1.039716561,1.759294117,1.712357562,2.600939102,0.068471154,0.106176516,0.164548505,0.286671644,1.1324,0.2901,1.0706,0.2593,0.9248,0.2767,0.8743,0.2474,0.5612,0.2598,0.5306,0.2323,0.5476,0.2594,0.5178,0.2318,Exp127_M,0,1,Exp127_M_0_1,16,16,0.285818261,0.258378651,0.290935156,0.259575601
77,ES036,"Comp0056,Comp0057,Comp0058,Comp0059,Comp0060,Comp0061,Comp0062,Comp0063,Comp0064,Comp0065,Comp0066,Comp0067,Comp0068,Comp0069",Exp017,Study016,Khan,2003,Hypertension,rat,Sprague-Dawley,0,-10,44,1,54,RM3v1,3.298,0.361088211,RM3lard,4.745,0.196721311,RM1,3.285,0.212467724,14.4,44,yes,no,M,349.9357143,12,383.9578571,14,97.78285714,12,99.81071429,14,0.34995,12,0.297864286,14,1.359357143,1.235571429,14.29189506,16.90388649,8.167010294,7.300774421,0.076184719,0.030540804,0.335605849,0.157778326,141,98,141,Fig1c,"males: Control vs. Lard fed, food intake per g calculated using body weighs Fig1a; not sure about N per group, no info on temperature and photoperiod, housing",g/day,calculations_MAME_FB_Comp056to0083,49.50857675,63.24855176,28.29135355,27.31699654,0.263911609,0.114273225,1.162572763,0.590352437,0.5931,0.1615,0.5744,0.1515,0.073,0.1549,0.0707,0.1452,-0.2638,0.1561,-0.2554,0.1464,-0.1377,0.1551,-0.1333,0.1455,Exp017_M,0,1,Exp017_M_0_1,26,26,0.161106816,0.155103614,0.161635558,0.15513209
78,ES037,"Comp0070,Comp0071,Comp0072,Comp0073,Comp0074,Comp0075,Comp0076,Comp0077,Comp0078,Comp0079,Comp0080,Comp0081,Comp0082,Comp0083",Exp017,Study016,Khan,2003,Hypertension,rat,Sprague-Dawley,0,-10,44,1,54,RM3v1,3.298,0.361088211,RM3lard,4.745,0.196721311,RM1,3.285,0.212467724,14.4,44,yes,no,F,226.64,12,241.0135714,14,68.68357143,12,70.33357143,14,0.320707143,12,0.304957143,14,1.211785714,1.175214286,11.54248395,8.922969157,6.300308949,4.634784631,0.034001302,0.026018977,0.177241159,0.132817544,141,98,141,Fig1d,"females: Control vs. Lard fed, food intake per g calculated using body weighs Fig1b; not sure about N per group, no info on temperature and photoperiod, housing",g/day,calculations_MAME_FB_Comp056to0083,39.98433729,33.38669346,21.82491041,17.34177615,0.117783967,0.097354096,0.613981386,0.496957745,0.3932,0.1577,0.3807,0.1479,0.0845,0.1549,0.0818,0.1453,-0.1469,0.1552,-0.1423,0.1455,-0.0661,0.1548,-0.064,0.1452,Exp017_F,0,1,Exp017_F_0_1,26,26,0.157549068,0.154840674,0.157781332,0.154847238
79,ES040,"Comp0116,Comp0117,Comp0118,Comp0119,Comp0120,Comp0121,Comp0122,Comp0123,Comp0124",Exp019,Study018,Kirk,2009,Plos ONE,rat,Sprague-Dawley,0,-42,43,1,85,RM3v1,3.298,0.361088211,RM3vAFE,4.55,0.253443526,RM1,3.285,0.212467724,14.4,43,yes,no,M,263.35,8,307.7244444,8,83.28111111,8,97.37888889,8,0.368666667,8,0.350111111,8,1.395444444,1.399666667,2.719558788,8.043443845,4.270884634,6.819479452,0.018165902,0.025471117,0.075201212,0.120491125,106,57,106,Fig2c,"males: Control vs. Lard fed, food intake per g calculated using body weighs Fig2a; not sure about N (8-11), used conservative 8",kcal/day,calculations_MAME_FB_Comp0116to0133,7.692073843,22.75029475,12.07988595,19.28840066,0.05138093,0.072043197,0.212701147,0.340800365,2.6131,0.4634,2.4706,0.4142,0.876,0.274,0.8282,0.2449,-0.2966,0.2527,-0.2804,0.2259,0.0149,0.25,0.0141,0.2235,Exp019_M,0,1,Exp019_M_0_1,16,16,0.440745761,0.250006213,0.467995156,0.2500071
